Kp,Km,f,Volume,Surface Area,Projection_1,Projection_2,Projection_3,AvgR,p,K
16.8152,0.4713,0.5519,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,1.9312
14.9220,0.1093,0.8474,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,1.8023
8.7427,2.9309,0.0167,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,2.9924
8.8240,14.6020,0.8782,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,9.4399
17.9657,3.8112,0.4108,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,7.3690
12.1982,17.8508,0.6598,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,13.9811
10.7763,0.7946,0.5948,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,2.9963
0.9662,6.7160,0.7103,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,2.2412
11.4619,6.3832,0.8398,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,10.4763
15.3823,2.2030,0.9510,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,13.6911
9.6167,2.1677,0.1961,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,2.9716
18.0139,15.1290,0.1913,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,15.6544
12.6641,15.2635,0.7803,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,13.2092
9.6602,8.2436,0.7810,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,9.3364
0.7224,11.5080,0.7581,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,2.5636
5.4772,14.2920,0.3704,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,10.5300
9.8261,6.2761,0.0152,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,6.3217
6.2267,13.4038,0.8076,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,7.4002
8.4303,13.8199,0.8520,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,9.1288
18.0862,0.0343,0.8782,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,0.7427
13.6386,17.4347,0.4148,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,15.7903
12.2115,8.7971,0.4339,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,10.1775
16.1479,9.3211,0.6136,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,13.1948
18.0291,8.6653,0.4503,0.1885,1.6573,0.4712,0.2827,0.4712,0.3557,1.6667,12.1962
6.7531,19.0794,0.2444,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,15.4284
19.4902,11.7043,0.4005,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,14.4848
2.2532,13.4508,0.9248,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,2.7842
10.3288,12.9345,0.1834,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,12.4288
16.8475,13.8005,0.1544,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,14.2436
19.9267,13.3113,0.9726,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,19.7171
0.2060,4.1895,0.3400,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,1.9278
19.4425,10.3548,0.7230,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,16.4361
19.1974,11.5150,0.9231,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,18.4890
16.2553,15.5808,0.4985,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,15.9146
8.2571,12.6963,0.5104,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,10.2878
18.0361,19.4494,0.5576,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,18.6528
8.9971,9.5724,0.3788,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,9.3517
14.9714,5.0250,0.8160,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,12.2742
16.5538,15.4068,0.4180,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,15.8795
17.6872,6.5752,0.6995,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,13.4124
7.2986,6.7363,0.1335,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,6.8096
6.0042,17.8130,0.0374,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,17.2523
16.4082,0.5688,0.8194,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,5.4276
3.0282,13.8691,0.6864,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,5.6987
19.7538,8.0616,0.5409,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,13.3040
2.4933,9.7630,0.4930,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,5.6622
14.3398,6.9743,0.2719,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,8.6108
1.7762,10.1427,0.5751,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,4.6898
7.1341,18.0791,0.0111,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,17.9266
7.7623,12.9501,0.7114,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,9.1091
7.6505,6.8647,0.7813,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,7.4736
19.7956,18.4759,0.7369,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,19.4423
0.4968,17.7759,0.4421,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,7.7207
14.7479,0.2349,0.2785,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,0.4898
6.1129,17.3128,0.7233,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,8.6927
4.3970,7.2762,0.1704,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,6.7253
11.8152,18.4203,0.5562,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,14.5381
12.7183,11.6043,0.9808,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,12.6963
15.5752,14.8268,0.1046,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,14.9039
1.1084,19.8724,0.1772,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,15.3395
17.9435,9.8694,0.0244,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,10.0297
3.9276,1.5381,0.0606,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,1.6357
17.6739,4.4725,0.6495,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,10.9102
6.4755,14.9166,0.1826,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,13.0931
4.5689,0.8389,0.1701,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,1.1234
9.0066,12.6627,0.4417,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,10.9543
2.4934,17.6069,0.0628,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,16.0745
13.0287,3.1448,0.2124,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,4.2951
0.2060,14.9308,0.8739,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,1.5064
11.0875,14.9175,0.6184,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,12.4650
17.6287,17.8513,0.7638,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,17.6811
16.1483,13.4028,0.3395,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,14.2946
1.2829,13.7377,0.4362,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,6.9679
5.6014,1.2121,0.6272,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,3.1109
16.8529,5.1738,0.3809,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,8.2399
7.1232,12.0558,0.8025,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,7.9876
0.3742,1.2441,0.9431,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,0.4119
10.7826,12.0394,0.2139,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,11.7629
5.8182,5.0931,0.5646,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,5.4942
18.8681,17.8076,0.8822,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,18.7410
6.9797,3.6985,0.8245,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,6.2865
17.7565,5.0259,0.1162,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,5.8738
4.7539,9.1607,0.3333,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,7.5159
18.8530,4.1743,0.7800,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,13.8436
11.8086,9.4807,0.4547,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,10.4963
5.8088,16.7706,0.2735,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,13.2082
11.9751,1.4056,0.3482,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,3.1959
13.4817,2.3492,0.5706,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,6.2109
16.3936,11.8232,0.2857,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,13.0230
0.5351,6.5642,0.6873,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,1.9226
1.6818,4.1968,0.9717,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,1.7390
13.7216,2.5023,0.0207,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,2.5965
10.0966,16.4010,0.9245,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,10.5136
19.5439,19.6448,0.5027,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,19.5940
19.4352,14.5067,0.0878,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,14.9012
14.0643,8.9850,0.2159,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,9.9417
1.9184,13.0712,0.8765,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,2.9249
0.1493,0.9379,0.7862,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,0.2779
3.5063,3.3981,0.0491,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,3.4034
11.7788,6.1840,0.3373,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,7.7873
6.1483,14.3364,0.0858,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,13.4841
1.2957,14.1025,0.0139,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,13.8430
18.2932,0.1333,0.0168,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,0.1400
0.4780,15.2425,0.3890,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,8.0011
16.1072,16.3981,0.6814,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,16.1995
16.3997,10.6206,0.8790,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,15.5942
12.4150,10.7614,0.9788,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,12.3782
17.7001,17.4974,0.7944,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,17.6583
11.7713,11.1862,0.7561,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,11.6267
0.2577,0.0656,0.2612,1.0556,5.0341,1.3195,1.1310,1.3195,0.6316,1.1667,0.0948
14.9016,11.8432,0.4897,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,13.2793
15.9415,5.0624,0.7277,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,11.6876
4.0936,13.7924,0.7396,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,6.1159
11.1514,19.6000,0.9282,0.0126,0.3081,0.0942,0.0314,0.0942,0.1442,3.0000,11.6731
16.9793,7.2137,0.2175,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,8.9230
15.5659,4.3187,0.3674,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,7.0074
0.7233,17.7441,0.1653,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,13.0080
2.2045,9.6170,0.5824,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,4.7786
13.1187,8.0204,0.7169,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,11.4705
7.8388,14.6251,0.6409,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,10.0182
10.0238,11.7683,0.2759,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,11.2689
10.6880,13.2898,0.0778,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,13.0740
11.9968,11.9338,0.6434,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,11.9743
1.2183,14.3337,0.3019,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,9.2694
5.9534,17.9483,0.8084,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,7.8116
7.5670,5.8146,0.3956,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,6.4702
4.5591,10.2454,0.1048,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,9.5301
0.9211,17.1454,0.2417,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,11.9679
1.2415,10.3289,0.8290,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,2.3925
17.5320,19.9667,0.1219,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,19.6588
14.7233,16.6104,0.6597,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,15.3492
10.7877,12.8897,0.4078,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,12.0037
7.2450,10.7089,0.8579,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,7.6886
12.3668,19.6249,0.0199,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,19.4609
6.2281,15.2853,0.1497,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,13.6539
1.4737,8.9401,0.3156,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,5.6595
12.6620,5.4605,0.3951,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,7.7087
17.4442,1.5905,0.8908,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,11.9544
7.7961,17.1141,0.1010,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,15.9887
3.3224,2.2469,0.1924,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,2.4302
18.9527,3.1981,0.3546,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,6.3014
9.6706,15.4289,0.2452,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,13.8666
5.6420,6.7923,0.5355,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,6.1597
16.6590,12.9455,0.2781,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,13.9131
8.1214,19.4924,0.4355,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,13.8907
11.5391,15.2140,0.7658,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,12.3455
12.1877,5.7882,0.3365,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,7.5264
18.3068,10.4558,0.7025,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,15.5909
12.9575,7.9227,0.7711,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,11.6314
14.1875,9.2023,0.5308,2.1447,8.0425,2.0106,2.0106,2.0106,0.8000,1.0000,11.6418
4.9320,16.7426,0.9583,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,5.2784
13.5059,13.1625,0.6797,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,13.3953
11.2851,8.0175,0.0909,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,8.2835
13.6562,7.4012,0.1838,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,8.3371
8.9125,10.6472,0.2770,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,10.1466
13.4735,15.7749,0.4093,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,14.8032
8.8062,8.2632,0.1389,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,8.3372
6.0908,19.2679,0.9053,2.4127,8.7205,2.2619,2.0106,2.2619,0.8320,1.1250,7.0754
14.4198,18.9539,0.8179,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,15.1892
7.1636,4.5661,0.5291,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,5.8286
16.3132,3.6106,0.6410,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,10.1082
17.8212,0.9305,0.1773,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,1.4501
14.7973,10.3236,0.3110,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,11.5996
0.5047,2.2653,0.0647,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,2.1036
8.5216,8.5094,0.5865,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,8.5166
7.1929,4.5273,0.2790,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,5.1862
17.3652,16.2497,0.9741,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,17.3357
10.8376,7.7904,0.9957,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,10.8229
13.7541,3.3730,0.2223,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,4.6952
8.8442,5.0711,0.7733,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,7.8447
5.2790,8.4104,0.7991,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,5.8400
14.6413,14.9167,0.6860,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,14.7274
4.0460,4.8821,0.8454,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,4.1690
4.7549,16.7574,0.1758,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,13.9184
6.3336,16.6214,0.7097,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,8.8135
1.8772,9.0770,0.1195,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,7.9559
13.0749,4.3513,0.5345,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,7.9514
11.0973,17.4366,0.6438,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,13.1339
13.6000,10.0361,0.1968,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,10.6769
4.7734,3.2717,0.1692,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,3.4975
18.7348,15.5485,0.8804,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,18.3310
14.0060,14.5806,0.8596,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,14.0858
8.4278,0.2395,0.8104,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,2.3537
0.1741,12.3923,0.5896,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,2.7770
16.0788,1.5088,0.3558,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,4.2521
6.8167,12.0851,0.1520,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,11.1601
2.8629,2.7993,0.3046,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,2.8186
12.3767,7.3141,0.0220,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,7.4048
4.3250,2.6602,0.8482,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,4.0290
8.7950,18.9013,0.8810,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,9.7990
19.0111,5.9551,0.7436,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,14.1335
11.5552,7.9336,0.2626,1.0556,5.0341,1.3195,1.1310,1.3195,0.6316,1.1667,8.7887
17.0694,0.3310,0.9311,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,9.4050
10.2279,11.3360,0.7615,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,10.4854
8.8554,10.3041,0.7742,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,9.1703
3.3784,17.9671,0.1154,0.0126,0.3081,0.0942,0.0314,0.0942,0.1442,3.0000,15.7005
12.0480,18.5190,0.4353,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,15.4965
1.5074,10.7305,0.0007,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,10.7212
14.6042,14.0599,0.0835,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,14.1048
2.2261,16.8180,0.4955,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,8.2939
9.7371,1.6987,0.5902,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,4.6764
7.7944,9.3201,0.0468,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,9.2448
16.3760,17.1542,0.0624,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,17.1049
11.2313,8.3512,0.2325,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,8.9667
4.0900,5.6019,0.8855,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,4.2486
8.0880,16.0847,0.0187,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,15.9047
1.2776,3.9451,0.3160,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,2.9308
15.6588,16.0991,0.8828,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,15.7099
6.2315,17.1293,0.1959,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,14.5549
14.0466,9.8599,0.9124,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,13.6334
18.3015,9.3354,0.0915,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,9.9905
14.0744,9.0086,0.0140,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,9.0684
12.4830,5.1152,0.5527,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,8.4778
6.5090,17.0920,0.8167,0.2681,4.2268,0.2513,2.0106,0.2513,0.4000,0.1250,7.9805
18.6863,10.8091,0.9656,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,18.3545
3.9959,12.4316,0.1808,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,10.5489
4.9162,9.6886,0.3540,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,7.7675
6.9790,7.6652,0.5059,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,7.3128
10.2342,6.2805,0.8376,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,9.4837
17.6664,14.8454,0.5324,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,16.3041
1.9507,18.5127,0.7743,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,4.6816
19.9018,6.6642,0.4476,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,11.0098
18.7121,8.1549,0.6056,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,13.6184
5.5627,6.8127,0.0472,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,6.7500
16.0553,6.2027,0.8686,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,14.2594
15.1633,16.7696,0.8028,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,15.4717
6.4300,0.9660,0.4755,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,2.3184
7.7177,9.8852,0.3438,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,9.1021
5.6424,0.8705,0.0909,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,1.0340
5.3022,7.7018,0.3972,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,6.6850
15.0712,19.6508,0.4673,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,17.4184
8.6955,12.6549,0.8213,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,9.3414
10.3800,9.2616,0.0208,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,9.2839
5.6886,15.6422,0.3682,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,11.3959
7.8754,6.9399,0.8783,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,7.7572
2.4810,10.9653,0.5704,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,5.4997
2.3197,3.2712,0.1955,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,3.0693
13.5657,6.3393,0.1171,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,6.9745
6.4122,17.2719,0.9216,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,7.0931
9.2249,0.5616,0.6785,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,2.8364
9.1910,3.8067,0.2221,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,4.6988
13.6510,12.8016,0.9238,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,13.5850
15.9760,12.0716,0.7175,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,14.7904
4.4797,5.4785,0.3761,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,5.0880
4.7809,17.0096,0.2560,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,13.1979
0.6157,11.1431,0.3523,0.0209,0.4992,0.1571,0.0314,0.1571,0.1710,5.0000,6.3184
9.4500,4.0010,0.7025,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,7.3758
6.0821,9.2142,0.6549,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,7.0785
18.8220,4.8088,0.9020,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,16.7378
16.0485,14.2668,0.3927,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,14.9492
7.3531,14.4511,0.0099,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,14.3669
2.3442,10.5851,0.1043,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,9.4634
4.8852,19.7044,0.6049,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,9.7434
